text_id,text,tox,tox_rate,response,tox_type,phrases,phrase_types,lex,lex_counts,Pos
274,"Ах ты любишь, когда на тебя ссут , шалун? Все для тебя - поссала тебе на лицо. Держи салфетку, вытрись!","Ах ты любишь, когда на тебя ссут , шалун? Все для тебя - поссала тебе на лицо. Держи салфетку, вытрись!",8,author,harassment,"Ах ты любишь, когда на тебя ссут , шалун?",indirect,ссут,1,V
274,"Ах ты любишь, когда на тебя ссут , шалун? Все для тебя - поссала тебе на лицо. Держи салфетку, вытрись!","Ах ты любишь, когда на тебя ссут , шалун? Все для тебя - поссала тебе на лицо. Держи салфетку, вытрись!",8,author,harassment,"Все для тебя - поссала тебе на лицо. Держи салфетку, вытрись!",indirect,поссала,1,V
275,Что я нах только что прочитал?,Что я нах только что прочитал?,5,post: inanimate,profanity,Что я нах только что прочитал?,direct,нах,1,S
276,Бухаешь ? Философ?,Бухаешь ? Философ?,9,author,general_insult,Бухаешь ? Философ?,indirect,бухаешь,1,V
277,"А, нашёл ТС алкота на краю, порицаю","А, нашёл ТС алкота на краю, порицаю",5,author,general_insult,"алкота на краю, порицаю",direct,алкота,2,S
277,"А, нашёл ТС алкота на краю, порицаю","А, нашёл ТС алкота на краю, порицаю",5,author,general_insult,"алкота на краю, порицаю",direct,порицаю,2,V
278,"Я от тебя уже даже в этом посте устала , а она столько лет держалась","Я от тебя уже даже в этом посте устала , а она столько лет держалась",3,author,general_insult,Я от тебя уже даже в этом посте устала,direct,устала,1,V
279,И одни женщины в комментах ТСа засирают . Как ожидаемо. Также как и мне сейчас в панамку прилетит .,И одни женщины в комментах ТСа засирают . Как ожидаемо. Также как и мне сейчас в панамку прилетит .,2,person,hate_speech: gender,одни женщины в комментах ТСа засирают,indirect,засирают,1,V
280,Он пивной алкота,Он пивной алкота,3,author,general_insult,пивной алкота,direct,алкота,1,S
281,"Хорош гундеть , тс, тебе жена сказала полы мыть? Вот и мой молча, а не бухти !","Хорош гундеть , тс, тебе жена сказала полы мыть? Вот и мой молча, а не бухти !",2,author,general_insult,Хорош гундеть,direct,гундеть,1,V
282,"Господи, какое же говно ...","Господи, какое же говно ...",3,post: inanimate,general_insult,какое же говно,direct,говно,1,S
283,"Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?","Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?",3,person,hate_speech: gender,Чот тетки не пишут,direct,тетки,1,S
283,"Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?","Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?",3,person,hate_speech: gender,узнали своих мужей - каблуков,indirect,каблуков,1,S
283,"Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?","Чот тетки не пишут . Наверно, узнали своих мужей - каблуков . Даже стандартные помои не льют , неужто так страшно?",3,person,hate_speech: gender,помои не льют,indirect,помои,1,S
284,"Это тебя пиздосестрия минусует за то, что посмел такую аналогию обломать)","Это тебя пиздосестрия минусует за то, что посмел такую аналогию обломать)",6,person,hate_speech: gender,Это тебя пиздосестрия минусует,indirect,пиздосестрия,1,S
285,"С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .","С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .",8,person,hate_speech: gender,"С одной стороны бляди , с другой – тетки- моралфаги",direct,бляди,3,S
285,"С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .","С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .",8,person,hate_speech: gender,"С одной стороны бляди , с другой – тетки- моралфаги",direct,тетки-,3,S
285,"С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .","С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .",8,person,hate_speech: gender,"С одной стороны бляди , с другой – тетки- моралфаги",direct,моралфаги,3,S
285,"С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .","С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .",8,person,hate_speech: gender,и все، сука ، как один против днк-тестов,direct,сука,1,S
285,"С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .","С одной стороны бляди , с другой – тетки- моралфаги ، и все، сука ، как один против днк-тестов ، идите все нахуй .",8,person,hate_speech: gender,идите все нахуй,direct,нахуй,1,ADV
286,к психиатру сходите и не ебите мужику голову,к психиатру сходите и не ебите мужику голову,6,person,general_insult,не ебите мужику голову,indirect,ебите,2,V
286,к психиатру сходите и не ебите мужику голову,к психиатру сходите и не ебите мужику голову,6,person,general_insult,не ебите мужику голову,indirect,мужику,2,S
287,"Не всё женщины дуры , но вот автор - эталонная","Не всё женщины дуры , но вот автор - эталонная",4,author,general_insult,"Не всё женщины дуры , но вот автор - эталонная",direct,дуры,1,S
288,барана из семьи может увести только овца,барана из семьи может увести только овца,4,author,hate_speech: gender,барана из семьи может увести только овца,indirect,барана,2,S
288,барана из семьи может увести только овца,барана из семьи может увести только овца,4,author,hate_speech: gender,барана из семьи может увести только овца,indirect,овца,2,S
289,"Да и так нудно написано ... Хз, может и правильно, но какой же ТС нудный ....","Да и так нудно написано ... Хз, может и правильно, но какой же ТС нудный ....",1,author,general_insult,так нудно написано,direct,нудно,1,ADV
289,"Да и так нудно написано ... Хз, может и правильно, но какой же ТС нудный ....","Да и так нудно написано ... Хз, может и правильно, но какой же ТС нудный ....",1,author,general_insult,какой же ТС нудный,direct,нудный,1,A
290,Баба ! Знай своё место !,Баба ! Знай своё место !,3,post: animate,hate_speech: gender,Баба ! Знай своё место,indirect,баба,1,S
291,Какая отвратительная баба ... фу такой быть,Какая отвратительная баба ... фу такой быть,4,author,hate_speech: gender,Какая отвратительная баба,direct,отвратительная,2,A
291,Какая отвратительная баба ... фу такой быть,Какая отвратительная баба ... фу такой быть,4,author,hate_speech: gender,Какая отвратительная баба,direct,баба,2,S
291,Какая отвратительная баба ... фу такой быть,Какая отвратительная баба ... фу такой быть,4,author,hate_speech: gender,фу такой быть,indirect,фу,1,INTJ
292,Обычная отмазка не бесхозной женщины бляди при измене 😁😁😁,Обычная отмазка не бесхозной женщины бляди при измене 😁😁😁,6,person,hate_speech: gender,Обычная отмазка не бесхозной женщины бляди при измене,indirect,отмазка,2,S
292,Обычная отмазка не бесхозной женщины бляди при измене 😁😁😁,Обычная отмазка не бесхозной женщины бляди при измене 😁😁😁,6,person,hate_speech: gender,Обычная отмазка не бесхозной женщины бляди при измене,indirect,бляди,2,S
293,"Мужчина, успокойтесь, утрите сопли рукавом и работайте лучше над Нобелевкой, за нее денег дадут. Алкоголизм убыточен всегда .","Мужчина, успокойтесь, утрите сопли рукавом и работайте лучше над Нобелевкой, за нее денег дадут. Алкоголизм убыточен всегда .",3,person,general_insult,"утрите сопли рукавом и работайте лучше над Нобелевкой, за нее денег дадут. Алкоголизм убыточен всегда",indirect,алкоголизм,1,S
294,"С такой гордостью пишет о том, как жила с алконавтом и мелко поднасрала ему .","С такой гордостью пишет о том, как жила с алконавтом и мелко поднасрала ему .",3,author,general_insult,жила с алконавтом,direct,алконавтом,1,S
294,"С такой гордостью пишет о том, как жила с алконавтом и мелко поднасрала ему .","С такой гордостью пишет о том, как жила с алконавтом и мелко поднасрала ему .",3,author,general_insult,мелко поднасрала ему,indirect,поднасрала,1,V
295,"Как в песне группы Ленинград ""менеджер"" всё бабы твари 🙈","Как в песне группы Ленинград ""менеджер"" всё бабы твари 🙈",5,author,hate_speech: gender,всё бабы твари,direct,бабы,2,S
295,"Как в песне группы Ленинград ""менеджер"" всё бабы твари 🙈","Как в песне группы Ленинград ""менеджер"" всё бабы твари 🙈",5,author,hate_speech: gender,всё бабы твари,direct,твари,2,S
296,Шо? Баба рога наставила? Бывает,Шо? Баба рога наставила? Бывает,4,post: animate,hate_speech: gender,Баба рога наставила?,indirect,баба,2,S
296,Шо? Баба рога наставила? Бывает,Шо? Баба рога наставила? Бывает,4,post: animate,hate_speech: gender,Баба рога наставила?,indirect,рога,2,S
297,Какая-то хуйня,Какая-то хуйня,6,post: inanimate,general_insult,Какая-то хуйня,direct,хуйня,1,S
298,"Чё за хуйню ты написал? \""Вульгарные и нескромные\"" просто легко доступны, быстрый результат без напряга вот и весь секрет популярности.",Чё за хуйню ты написал?,6,author,general_insult,Чё за хуйню ты написал?,direct,хуйню,1,S
299,"Ага, к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть и допить из пизды пару литров спермы ашотиков","Ага, к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть",4,post: animate,hate_speech: gender,к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть,indirect,попке,1,S
300,"Ага, к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть и допить из пизды пару литров спермы ашотиков",допить из пизды пару литров спермы ашотиков,8,post: animate,hate_speech: nationality,допить из пизды пару литров спермы ашотиков,indirect,пизды,3,S
300,"Ага, к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть и допить из пизды пару литров спермы ашотиков",допить из пизды пару литров спермы ашотиков,8,post: animate,hate_speech: nationality,допить из пизды пару литров спермы ашотиков,indirect,спермы,3,S
300,"Ага, к вульгарной упругой попке полагается тонна дешевой косметики и возможность присесть и допить из пизды пару литров спермы ашотиков",допить из пизды пару литров спермы ашотиков,8,post: animate,hate_speech: nationality,допить из пизды пару литров спермы ашотиков,indirect,ашотиков,3,S
301,"Алкашня сразу советует пртбухнуть .
Ничего нового…","Алкашня сразу советует пртбухнуть .
Ничего нового…",3,author,general_insult,Алкашня сразу советует пртбухнуть,direct,алкашня,1,S
302,"Ты жалкий чудак , возомнивший себя троллем","Ты жалкий чудак , возомнивший себя троллем",4,person,general_insult,"Ты жалкий чудак , возомнивший себя троллем",indirect,жалкий,3,A
302,"Ты жалкий чудак , возомнивший себя троллем","Ты жалкий чудак , возомнивший себя троллем",4,person,general_insult,"Ты жалкий чудак , возомнивший себя троллем",indirect,чудак,3,S
302,"Ты жалкий чудак , возомнивший себя троллем","Ты жалкий чудак , возомнивший себя троллем",4,person,general_insult,"Ты жалкий чудак , возомнивший себя троллем",indirect,троллем,3,S
303,"Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл","Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл",8,author,general_insult,заебали,direct,заебали,1,V
303,"Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл","Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл",8,author,general_insult,Инфантилы бл,direct,инфантилы,2,S
303,"Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл","Да пусть страдает, заебали . В ситуации истинной боли спрашивать чужого совета - дело последнее. Инфантилы бл",8,author,general_insult,Инфантилы бл,direct,бл,2,
304,"Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .","Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .",7,author,general_insult,знаешь хуй да нихуя,indirect,хуй,2,S
304,"Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .","Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .",7,author,general_insult,знаешь хуй да нихуя,indirect,нихуя,2,V
304,"Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .","Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .",7,author,general_insult,лишь блядь повод найти бухнуть,direct,блядь,2,S
304,"Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .","Ага, скоро пройдет….
Про любовь ты видимо знаешь хуй да нихуя лишь блядь повод найти бухнуть .",7,author,general_insult,лишь блядь повод найти бухнуть,direct,бухнуть,2,V
305,"Написано хорошо, жаль ТС пиздабол","Написано хорошо, жаль ТС пиздабол",5,author,general_insult,жаль ТС пиздабол,direct,пиздабол,1,S
306,а пиписка стоит или уже не важно?,а пиписка стоит или уже не важно?,4,author,harassment,а пиписка стоит,direct,пиписка,1,S
308,"О, вы гляньте, тарелочник-побегун . :)","О, вы гляньте, тарелочник-побегун . :)",3,author,general_insult,"О, вы гляньте, тарелочник-побегун",indirect,тарелочник-побегун,1,S
309,"Я также делаю, получается нас отбытых двое . А таких пиздаболов как ты в сотни раз больше","Я также делаю, получается нас отбытых двое . А таких пиздаболов как ты в сотни раз больше",6,person,general_insult,нас отбытых двое,direct,отбытых,1,V
309,"Я также делаю, получается нас отбытых двое . А таких пиздаболов как ты в сотни раз больше","Я также делаю, получается нас отбытых двое . А таких пиздаболов как ты в сотни раз больше",6,person,general_insult,таких пиздаболов,direct,пиздаболов,1,S
310,"Ты жопой пост читал? Там буквально треть текста о том, что мужики то точно такие же.","Ты жопой пост читал? Там буквально треть текста о том, что мужики то точно такие же.",4,person,general_insult,Ты жопой пост читал?,indirect,жопой,1,S
311,"А ТЫ с таким подходом нахуй сходить не хочешь? Это мои размышленния на темы флирта и я не против вывода ТС, а против коммента на который нет ссылки.","А ТЫ с таким подходом нахуй сходить не хочешь? Это мои размышленния на темы флирта и я не против вывода ТС, а против коммента на который нет ссылки.",6,person,general_insult,нахуй сходить не хочешь?,direct,нахуй,1,ADV
312,"Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?","Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?",7,post: animate,profanity,Не хочешь алиментов - не суй хуиллу без резинки,indirect,хуиллу,1,S
312,"Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?","Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?",7,post: animate,profanity,"Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой",indirect,ёпта,1,S
312,"Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?","Не хочешь алиментов - не суй хуиллу без резинки , никогда!!! Не хочешь брака? - не ходи в загс ёпта , обходи десятой дорогой . Не хочешь рога ? Не заводи отношения, где тебе изменят, ходи к проститутке, че там ещё?",7,post: animate,profanity,Не хочешь рога ?,indirect,рога,1,S
313,Перепись инфантилов - дебилоидов в разгаре .,Перепись инфантилов - дебилоидов в разгаре .,5,person,general_insult,Перепись инфантилов - дебилоидов в разгаре,indirect,инфантилов,2,S
313,Перепись инфантилов - дебилоидов в разгаре .,Перепись инфантилов - дебилоидов в разгаре .,5,person,general_insult,Перепись инфантилов - дебилоидов в разгаре,indirect,дебилоидов,2,S
314,Вот кому-то же не лень создавать всякую чушь,Вот кому-то же не лень создавать всякую чушь,2,author,general_insult,не лень создавать всякую чушь,direct,чушь,1,S
315,"А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .","А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .",8,post: animate,profanity,в ахуе,direct,ахуе,1,S
315,"А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .","А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .",8,post: animate,profanity,"Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то",direct,ебануться,2,V
315,"А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .","А люди у которых никгда не было отношений, типо меня, вообще в ахуе с этих всех историй. Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то .",8,post: animate,profanity,"Ебануться , столько психопатов вокруг, так они еще и сходятся зачем-то",direct,психопатов,2,S
316,"Афтор, выпей йаду","Афтор, выпей йаду",3,author,general_insult,выпей йаду,indirect,йаду,1,S
317,"хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .","хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .",5,post: animate,hate_speech: nationality,Не захотела знакомиться с Мухамаджоном который писку просит ебать,indirect,мухамаджоном,3,S
317,"хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .","хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .",5,post: animate,hate_speech: nationality,Не захотела знакомиться с Мухамаджоном который писку просит ебать,indirect,писку,3,S
317,"хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .","хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .",5,post: animate,hate_speech: nationality,Не захотела знакомиться с Мухамаджоном который писку просит ебать,indirect,ебать,3,V
317,"хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .","хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .",5,post: animate,hate_speech: nationality,"ты шелуха , и мать твоя шелуха , и отец твой тоже",indirect,шелуха,2,S
317,"хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .","хммм.. отзывы. Не захотела знакомиться с Мухамаджоном который писку просит ебать , лови в отзыв что ты шелуха , и мать твоя шелуха , и отец твой тоже .",5,post: animate,hate_speech: nationality,"ты шелуха , и мать твоя шелуха , и отец твой тоже",indirect,шелуха,2,S
320,Каблук ебаный . (Забыл добавить),Каблук ебаный . (Забыл добавить),6,author,hate_speech: gender,Каблук ебаный,indirect,каблук,2,S
320,Каблук ебаный . (Забыл добавить),Каблук ебаный . (Забыл добавить),6,author,hate_speech: gender,Каблук ебаный,indirect,ебаный,2,A
321,"А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?","А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?",5,person,general_insult,А с херали,indirect,херали,1,S
321,"А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?","А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?",5,person,general_insult,"вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани",indirect,грязные,3,A
321,"А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?","А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?",5,person,general_insult,"вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани",indirect,трусы,3,S
321,"А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?","А с херали я должна встать на сторону рандомного незнакомого мне мужика , который вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани ?",5,person,general_insult,"вывесил на всеобщее обозрение свои грязные трусы и утверждает, что это не черкаши , а узор на ткани",indirect,черкаши,3,S
322,"Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .","Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .",7,person,hate_speech: gender,фемки,direct,фемки,1,S
322,"Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .","Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .",7,person,hate_speech: gender,мужики,direct,мужики,1,S
322,"Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .","Тред заполонили фемки ,чувак.
Нельзя, чтоб мужики ничего не делали, понимаешь? Им можно хуи пинать в вайлдберисах, а нам нет . Малейший упрёк в их сторону - и в тебя летит волна ненависти .",7,person,hate_speech: gender,"Им можно хуи пинать в вайлдберисах, а нам нет",indirect,хуи,1,S
323,"Он просто олень очередной, у которого может и бабы то нет","Он просто олень очередной, у которого может и бабы то нет",3,person,hate_speech: gender,"олень очередной, у которого может и бабы то нет",indirect,олень,2,S
323,"Он просто олень очередной, у которого может и бабы то нет","Он просто олень очередной, у которого может и бабы то нет",3,person,hate_speech: gender,"олень очередной, у которого может и бабы то нет",indirect,бабы,2,S
324,"Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.","Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.",6,person,hate_speech: gender,способ отмазки меркантильнях сук,direct,отмазки,3,S
324,"Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.","Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.",6,person,hate_speech: gender,способ отмазки меркантильнях сук,direct,меркантильнях,3,S
324,"Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.","Ох, ты. Ты только что использовал такой способ отмазки меркантильнях сук , которото я прежде не видел.",6,person,hate_speech: gender,способ отмазки меркантильнях сук,direct,сук,3,S
325,А если не работает - пусть ебало свое гнилое завалит .,А если не работает - пусть ебало свое гнилое завалит .,8,post: animate,hate_speech: gender,пусть ебало свое гнилое завалит,indirect,ебало,2,V
325,А если не работает - пусть ебало свое гнилое завалит .,А если не работает - пусть ебало свое гнилое завалит .,8,post: animate,hate_speech: gender,пусть ебало свое гнилое завалит,indirect,гнилое,2,A
326,Не охуевших жён нет .,Не охуевших жён нет .,7,post: animate,hate_speech: gender,Не охуевших жён нет,direct,охуевших,1,V
327,"Пхпххахахахэахахаххахахахахаххахахахахах госпади, какой же ты сумасшедший неликвид надеюсь, все мужчины уклонились от тебя.
Ей ничего не должны, буевально сотни миллионов женщин если не миллиардов готовы глаз отдать, что бы попасть на ее месте. Твои влажные фантазии как тебе платят, за твою старую тушку восхиьиетльны","Пхпххахахахэахахаххахахахахаххахахахахах госпади, какой же ты сумасшедший неликвид надеюсь, все мужчины уклонились от тебя.
Ей ничего не должны, буевально сотни миллионов женщин если не миллиардов готовы глаз отдать, что бы попасть на ее месте. Твои влажные фантазии как тебе платят, за твою старую тушку восхиьиетльны",5,person,hate_speech: gender,сумасшедший неликвид,indirect,сумасшедший,2,A
327,"Пхпххахахахэахахаххахахахахаххахахахахах госпади, какой же ты сумасшедший неликвид надеюсь, все мужчины уклонились от тебя.
Ей ничего не должны, буевально сотни миллионов женщин если не миллиардов готовы глаз отдать, что бы попасть на ее месте. Твои влажные фантазии как тебе платят, за твою старую тушку восхиьиетльны","Пхпххахахахэахахаххахахахахаххахахахахах госпади, какой же ты сумасшедший неликвид надеюсь, все мужчины уклонились от тебя.
Ей ничего не должны, буевально сотни миллионов женщин если не миллиардов готовы глаз отдать, что бы попасть на ее месте. Твои влажные фантазии как тебе платят, за твою старую тушку восхиьиетльны",5,person,hate_speech: gender,сумасшедший неликвид,indirect,неликвид,2,S
